session_id,target
1,0.0014466505742579264
2,1.9587785144464378e-08
3,4.8281387379416214e-08
4,1.129257320035532e-07
5,1.0386636435002547e-05
6,0.0005137994560363899
7,0.0016287020735088738
8,0.00032090104912348356
9,0.0002651492334900137
10,0.010898745367100608
11,4.059202620006103e-05
12,7.34247841396849e-05
13,0.0004184048584997849
14,0.4087000492195381
15,4.7788957996001216e-05
16,0.0026289836885498067
17,0.0007874524134223258
18,3.2572890819079885e-05
19,0.00046587975738744
20,5.57479420984845e-07
21,0.04608157008413743
22,2.271103936640454e-07
23,3.31325023354813e-05
24,0.00048387177392415916
25,0.002636276831785573
26,3.409035696666561e-08
27,0.0007035041298979776
28,3.0788028759248256e-07
29,0.007679531449447683
30,9.435346824425321e-05
31,0.013978856649781247
32,0.009273197942797486
33,0.000735228919879333
34,3.1864101294558234e-07
35,0.009266678545453915
36,0.0002970332217811468
37,3.3345036657270055e-08
38,4.181478612242738e-08
39,9.435346824425321e-05
40,2.417922678312178e-05
41,0.00034630195550773704
42,0.007089082509305086
43,5.2520551197765e-06
44,2.4165616974480645e-06
45,0.354426676916891
46,7.531058381639499e-06
47,0.006516250636708093
48,0.00020808206774031466
49,1.7614857846967382e-05
50,1.2826105841603477e-05
51,2.592562220829506e-07
52,3.957741065097142e-06
53,0.04260879818531005
54,6.0043606467628905e-05
55,2.9588275353441276e-05
56,0.0014301852454308421
57,2.481727729993417e-06
58,6.106469311446362e-05
59,7.691339185278786e-06
60,7.176714359345341e-06
61,1.5896212630979266e-05
62,0.006001310536919764
63,2.8199961201128466e-05
64,9.68658202773918e-05
65,6.270423969688195e-06
66,4.921580855544303e-07
67,0.0009094836885268367
68,3.252234223681264e-05
69,0.08669219730812121
70,0.0003429490191430065
71,7.833880501086176e-05
72,7.691339185278786e-06
73,0.0038064005623832096
74,1.9587785144464378e-08
75,3.057654795006086e-05
76,8.624293086269121e-05
77,0.00040360300026180863
78,0.0012675956580164213
79,1.309779657317505e-05
80,0.0004160088345345261
81,2.2623772748196076e-05
82,0.00010926435091199731
83,3.427243567099393e-08
84,0.8875688250627687
85,7.540421388429101e-06
86,9.512528587125829e-07
87,0.0021284261455868435
88,0.0001919344733683246
89,0.0006520661260806095
90,0.03487333314803709
91,0.0002094611501073403
92,3.2205161606777535e-06
93,0.012238588493692241
94,0.0003027025812164341
95,0.01720507506344303
96,1.281310957763672e-07
97,9.78290154963108e-05
98,0.00012007649649237829
99,4.6734695394966786e-05
100,0.00023406133471833284
101,0.001683340868966377
102,0.021749914801971384
103,0.0017352500991603605
104,0.0017048772083499153
105,7.179144848086166e-06
106,0.00015984835839461385
107,0.0009796191028571635
108,7.307464753488599e-06
109,4.094014471114659e-05
110,8.791505225229868e-05
111,0.00013153868036470584
112,2.4464206879328276e-07
113,0.015893926542362692
114,8.603950335743216e-06
115,8.172699325198261e-05
116,1.0070315787872165e-05
117,0.001088338373146277
118,0.00020515690880545682
119,6.402734580346234e-05
120,0.00016506328686081414
121,4.486982362957646e-05
122,9.435346824425321e-05
123,0.00022202865739668468
124,3.6186708911210628e-06
125,0.0043069055476511586
126,8.409636581119739e-07
127,2.1373186538954443e-08
128,0.0007903767072142982
129,0.0008164204108508257
130,0.0025266668707692353
131,0.0529890415912722
132,0.0016287020735088738
133,0.0013764550289013355
134,1.6520198911236436e-06
135,2.889161991770616e-06
136,9.837866091480541e-05
137,0.0005299718659531232
138,0.0008967100563616054
139,2.325096434400841e-06
140,0.0021390067522212217
141,1.1295896548484943e-08
142,0.0007202721289245634
143,0.000580978992462385
144,0.002051704966056782
145,1.9587785144464378e-08
146,0.005298031904580219
147,0.0007728192662214429
148,0.0009908601148855421
149,0.0009329081816216434
150,0.008275067415686973
151,2.765402922462044e-06
152,0.0021578921841153504
153,0.0032683963549209553
154,0.0023583023026286397
155,2.4179608823780114e-05
156,8.3032286557355e-05
157,0.00013934874428085266
158,9.837866091480541e-05
159,1.7954813818148539e-06
160,9.435346824425321e-05
161,0.0006194655234233096
162,0.00010631532713918227
163,8.464227995850624e-05
164,0.0014210948710737022
165,4.497458395515233e-07
166,3.331686852686056e-05
167,0.0033801177573022376
168,0.0009402929891049284
169,0.0008989480736861531
170,0.0009965990549159842
171,0.0016460674244838055
172,1.0849438588631332e-05
173,7.752178264982908e-05
174,2.2539478159736722e-05
175,0.6803588887116936
176,0.001002036543239546
177,0.004710934927449599
178,3.4567769518520085e-07
179,2.0759093365440578e-05
180,8.051201154020543e-05
181,0.00044677737688430635
182,0.024980408100798695
183,0.00041000480552283593
184,6.5866774919167266e-06
185,0.0002380636441910632
186,4.2490715004523316e-05
187,1.9613940452792484e-06
188,1.1106306461350247e-06
189,0.0013581331638681544
190,1.470465023737804e-05
191,0.0009404329173610205
192,0.00021336242891593872
193,0.0007564701070040173
194,0.016411705829768797
195,0.00044992282633866753
196,1.296930174133871e-08
197,0.00027503025022753206
198,0.002573049702762837
199,0.0013108983011112297
200,5.288588542759605e-06
201,7.531058381639499e-06
202,0.07046199004950303
203,1.0420327094309116e-06
204,0.00014884577777476225
205,0.005077062141174868
206,2.599724357075404e-09
207,6.994929599975435e-05
208,0.024250739756184383
209,4.333013095363472e-06
210,0.0012283807435860177
211,1.1164731134617879e-05
212,0.003598215183294822
213,4.3081354666005755e-05
214,0.001324562906638165
215,0.017001863144076257
216,0.0025885605555695758
217,0.00759830594270176
218,0.0008989480736861531
219,0.03578651168264136
220,0.0006451374111303436
221,0.00020516833866325102
222,0.0001644840174774067
223,0.00047457270013289034
224,0.0008989480736861531
225,0.041610267841890695
226,0.002245337094885406
227,0.0006930747629488679
228,4.9724041985140645e-05
229,0.00023324302629016972
230,0.0006779654192094067
231,7.2453402095203336e-06
232,3.721136476459353e-05
233,7.294699876896214e-05
234,0.005440305186439481
235,1.3350423107949556e-05
236,0.0021540553977856657
237,0.0008813491643655444
238,0.0016287020735088738
239,9.435346824425321e-05
240,0.0016748225958451743
241,6.3787060660306255e-06
242,1.4330845842384162e-07
243,2.4774483000027955e-08
244,9.24905024929777e-05
245,8.565895566172946e-05
246,7.192883725845085e-06
247,0.016873066664456423
248,0.00017489231919921272
249,4.359621947938188e-06
250,0.00015217295002601083
251,0.031218025096787356
252,0.0001556671325352573
253,0.00012865686259193245
254,0.05420423728493783
255,0.0003942109941042517
256,1.0675058956616005e-09
257,0.0007922394413663281
258,0.0021941941558948127
259,0.0034820788251667895
260,0.01427113705083668
261,2.595540921414141e-05
262,0.044723602366589
263,0.0001488271548587923
264,0.0009674927860971039
265,0.0012589016716741028
266,6.924702290479708e-06
267,4.364181998624718e-12
268,1.138185373315637e-05
269,0.0003365826695089833
270,0.0004073539251687837
271,1.798034613018963e-05
272,0.0008102320665052207
273,5.239881871921477e-05
274,0.0013960527707192743
275,0.0018383815200770878
276,2.0951970033899572e-07
277,0.0007555263557586428
278,0.001993176213195334
279,1.0722379729432389e-05
280,0.0017044916092799184
281,9.699826929974489e-06
282,0.0011534557600930884
283,0.000646127179071181
284,3.4700710025857204e-06
285,0.00010612539879483094
286,5.085524400897642e-09
287,0.0009535641811640821
288,4.043967038307791e-06
289,0.00044615881473991664
290,7.0417143271034e-06
291,0.03924641235074523
292,0.00012188253986703532
293,0.0017731518593592066
294,7.076719512907775e-06
295,0.00014065117750770853
296,0.00011942337545945247
297,0.00010017408305747628
298,2.131449665433937e-06
299,6.749162862926352e-07
300,0.0001285028291528852
301,7.0417143271034e-06
302,1.2432770138056066e-05
303,2.59373493870128e-07
304,0.00026238683537982763
305,0.05736451949719964
306,1.5377220547809675e-05
307,0.000534817947843457
308,0.0007820327005739706
309,0.0015859012788398718
310,3.4763181167743695e-05
311,0.0006139752738463375
312,0.0011316090729530692
313,0.020719736495135747
314,8.395682660137424e-05
315,1.349456534753871e-05
316,2.849034470782938e-06
317,0.0034685175498758245
318,0.00024314557406853382
319,8.017476327273826e-05
320,2.7574794628806404e-06
321,0.003054584489592521
322,9.663996098055664e-05
323,0.00016202620454043565
324,0.0019653974398347444
325,0.0014691906689202154
326,0.0010463498152856851
327,9.742563287712177e-06
328,0.0018298264542010057
329,9.435346824425321e-05
330,2.9554210595371042e-05
331,0.004965586158085591
332,0.04456496461167668
333,0.06894152172848926
334,2.8875232509487585e-05
335,0.00047831841683360006
336,0.0014371767042829812
337,0.00036190545385241543
338,0.004983640787758289
